NM_BAIRRO;NM_LOGRADO;NU_NUMERO;NM_COMPLEM
MANGUINHOS;RUA JACINTO;49;
MANGUINHOS;RUA MARIANA;15B;
MANGUINHOS;RUA REGINA;21;
MANGUINHOS;RUA LEOPOLDO BULHOES;800;RUA 20 QD 23 C 10
MANGUINHOS;D HELDER CAMARA;1390;
MANGUINHOS;RUA LEOPOLDO BULHOES;800;QD 09 RUA 8 C 29 SOBRADO
MANGUINHOS;RUA LEOPOLDO BULHOES;800;VIA 1 LJ 34 SB
MANGUINHOS;RUA LEOPOLDO BULHOES;800;QD 19 C 33 B RUA 18
MANGUINHOS;RUA MARIANA;60;
MANGUINHOS;AV DOS DEMOCRATICOS;10519;LEAO XIII
MANGUINHOS;RUA LEOPOLDO BULHOES;540;BL 12 AP 405
MANGUINHOS;RUA 15;15;NELSON MANDELA QD/17 C/15
MANGUINHOS;RUA MIRANDA;33;
MANGUINHOS;AV DOS DEMOCRATICOS;35680;
MANGUINHOS;RUA NOVA CAP;1190;FLXIII
MANGUINHOS;RUA AMARAL;1;SOBRADO
MANGUINHOS;ATLANTICA;169;
MANGUINHOS;RUA MARIANA;67;
MANGUINHOS;RUA MARACANA;11;
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1184;BL 4 307
MANGUINHOS;AV DEMOCRATICOS;1258;FUND LEAO XIII
MANGUINHOS;AV D HELDER CAMARA;1190;
MANGUINHOS;DOM HELDER CAMARA;1390;SIT RUA
MANGUINHOS;D HELDER CAMARA;1390;SIT RUA
MANGUINHOS;D HELDER CAMARA;1320;TJUVBDBP EF SVB
MANGUINHOS;RUA LEOPOLDO BULHOES;529;C 21
MANGUINHOS;RUA JACINTO;48;
MANGUINHOS;AV DOM HELDER CAMARA;1148;BL 6 418
MANGUINHOS;RUA BERGAMO;;AP 107 BL 6
MANGUINHOS;LEOPOLDO BULHOES;800;RUA 18 QD 19 C 28
MANGUINHOS;RUA BAGOILIA;3;CHP2
MANGUINHOS;RUA IZABEL;7;
MANGUINHOS;AV DOM HELDER CAMARA;S N;TJU SVB
MANGUINHOS;RUA TV  PELE;4;
MANGUINHOS;DOM HELDER CAMARA;678;D 4 B
MANGUINHOS;RUA MIRANDA;87;
MANGUINHOS;RUA LEOPOLDO BULHOES;700;PRINCIPAL CASA 5
MANGUINHOS;AVENIDA DEMOCRATICOS;;RUA 5 - SAO DANIEL
MANGUINHOS;SITUACAO DE RUA;;
MANGUINHOS;RUA 8;800;LEOPOLDO BULHOES-QD 9 C/29
MANGUINHOS;AV DEMOCRATICOS;32;
MANGUINHOS;BL 5 AP 129;1184;
MANGUINHOS;RUA FERREIRA;7;RUA DEMOCRATICOS
MANGUINHOS;RUA LEOPOLDO BULHOES;S/N;CASA
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1258;F LEAO XIII
MANGUINHOS;AV DOS DEMOCRATICOS;;
MANGUINHOS;AV DOS DEMOCRATICOS;3000;
MANGUINHOS;AV DOS DEMOCRATICOS;10542;FUND LEAO XIII
MANGUINHOS;AV DOS DEMOCRATICOS;1258;FUND LEAO XIII
MANGUINHOS;AV DOS DEMOCRATICO;;FUND LEAO XIII
MANGUINHOS;EM SITUACAO DE RUA;;
ROCINHA;TRAVESSA PRIMAVERA 16 CACHOPA;;
ROCINHA;RUA 2;CASA1;APT 107
ROCINHA;RUA 2;CASA 1;
ROCINHA;RUA  DAUCIA;750;
ROCINHA;RUA DOIS CASA 157;;
MANGUINHOS;TRAVESSA 37;84;QUADRA 17
MANGUINHOS;RUA DA LIBERDADE;98;CASA
MANGUINHOS;RUA NOVA CAP;80;
MANGUINHOS;AV BRASIL;223;RUA 18
ROCINHA;RUA 2 TRAVESSA 54;2;CASA A BAICO DO BIGODE DA AEDR
ROCINHA;ESTRADA DA GAVEA;461;BP MBEP EP TBMBP EB GBNJMJB
ROCINHA;TRAVESSA JORDAO;1;2 ANDAR
MANGUINHOS;RUA NAZARE;47;
ROCINHA;RUA 2 TRAVESSA;54;CS 22
ROCINHA;RUA 02 TRAVESSA 54 CASA 22;;
ROCINHA;TRAV OLIVEIRA;36;AP 301
ROCINHA;TRAVESSA SAMARITANA;36;CASA A / PAULA BRITO
ROCINHA;RUA 4 BECO 6;127;CASA 27
ROCINHA;ESTRADA DA GAVEA;310;4B
ROCINHA;RUA 2;;
ROCINHA;RUA 2;2;CASA 02
ROCINHA;ESTRADA DO GOSEO;407;CASA SOBRADO 1
ROCINHA;RUA 2 6A BECO 54;;
ROCINHA;RUA 2,TRAVESSA 17;;CASA 5
ROCINHA;TRAVESSA UNIAO;27;APTO 101
ROCINHA;RUA QUATRO;6;
ROCINHA;RUA DOIS TRVESSA 44;;CASA 10
ROCINHA;RUA TRAVESSA TRES;45;CASA
ROCINHA;RUA TRES;6;APT 303
ROCINHA;RUA 2 TRAVESSA;;
ROCINHA;TRAVESSA CAMPOS;14;
ROCINHA;RUA 1;110;TRAVESSA 68
ROCINHA;RUA 2;37;
ROCINHA;ESTRADA DA GAVEA;368;RUA 2 CASA 32
MANGUINHOS;;9;
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;TRAV GREGORIO;25;APT 03
ROCINHA;ESTRADA  DA GAVEA;259;
ROCINHA;RUA DA MATA;34;
MANGUINHOS;RUA ROSA DA FONSECA;24;
MANGUINHOS;RUA DA PAZ;3;
MANGUINHOS;AV LEOPOLDO MARTINS;900;QUADRA 02 CASA 202 A
MANGUINHOS;RUA SAO CRISTOVAO;5;DBTB
MANGUINHOS;BECO DO PAGODE;2;B
MANGUINHOS;RUA DOS DEMOCRATICOS;33;NOSSA SENHORA DOS NAVEGANTES
MANGUINHOS;RUA MIRANDA;47;
ROCINHA;TRAVESSA ESPERANCA;3;
ROCINHA;BC 01;182;21 A
MANGUINHOS;RUA CELSO MAIA FONSECA;106;APARTAMENTO 204
ROCINHA;RUA DOIS;44;
ROCINHA;ESTRADA DA GAVEA;259;BECO 110
MANGUINHOS;TRAVESSA 8 RUA 03 CASA 50;;CASA 50
ROCINHA;ESTRADA DA GAVEA RUA 02 TRAVESSA 37;;CAS 05 V
ROCINHA;TRAVESSA OLIVEIRA;26;CASA - FUNDOS
ROCINHA;ESTRADA DA GAVEA;160;4 ANDAR  - VILA CRUZADO
ROCINHA;RUA QUATRO;15B;BC 67
ROCINHA;RUA 3 TRAVESSA 10;S/N;DBTB
ROCINHA;RUA DOIS - TRAV 20;26;CASA 02
ROCINHA;RUA DOIS;;TRAVESSA 44
ROCINHA;RUA DIONEIA;400;
ROCINHA;RUA QUATRO - TRAV 29;165;APT 204
ROCINHA;RUA 03;29;TRAV10
ROCINHA;RUA QUATRO - TRAVESSA 30;15;CASA 01
ROCINHA;RUA DOIS;;BC 54/CASA22
ROCINHA;TRAVESSA ATLANTICA;13;
ROCINHA;ROCINHA II;6;QUADRA 6
ROCINHA;ESTRADA DA GAVEA;259;
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 TRAVESSA 27 CASA 10
ROCINHA;ETSRADA DA GAVEA;259;RUA 1 TRAVAESSA B CASA 150
ROCINHA;RUA UM;;TRAVESSA 47 CASA 3
ROCINHA;RUA DOIS;116;CASA 12
MANGUINHOS;RUA REGINA - AV DEMICRATICOS;;
MANGUINHOS;RUA VIA 1;;QUADRA 14 CASA 15 A
ROCINHA;TRAVESSA ESPERANCA;19;BECO 11
ROCINHA;VILA ROUPA SUJA TRAVESSA 10;65;CASA A 1
ROCINHA;TRAV GREGORIO;12;
ROCINHA;TRAVESSA LUZ;4;APT? 02
ROCINHA;RUA QUATRO - TRAV 29;;CASA
ROCINHA;TRAV DO VALE;28;
ROCINHA;ESTRADA DA GAVEA;475;CASA
ROCINHA;RUA DOIS- ESTRADA DA GAVEA;96;CASA 4
ROCINHA;RUA 3;;CASA 28 B
ROCINHA;RUA DOIS;S/N;BLOCO 58
ROCINHA;RUA DIONEIA;794;
ROCINHA;RUA DIONEIA;598;
ROCINHA;RUA DA RAIA;2;
ROCINHA;TRAV 18;25;CS 02
ROCINHA;RUA TRES;101;BECO 38
ROCINHA;RUA 2 TV 17;47;
ROCINHA;RUA DO CANAL;48;CASA
ROCINHA;RUA UM;105;TRAVESSA 56
ROCINHA;ESTRADA DA GAVEA;237;CASA 09 BECO 1 ESCADAO
MANGUINHOS;RUA CEARA;6;
ROCINHA;ESTRADA DA GAVEA , RUA 1;259;BECO 39 CASA 25
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 - TRAVESSA 31 - CASA 03
MANGUINHOS;SEM ENDERECO;;
ROCINHA;RUA 1 BECO 59;22;
ROCINHA;RUA DA FONTE;79;
ROCINHA;TRAVESSA,14;;CASA
ROCINHA;TRAVESSA TRES;14;
ROCINHA;RUA 1 TV 32;18;
ROCINHA;RUA 1;2;PERTO DO ANTIGO SALES
ROCINHA;RUA 2;;TRAVESSA 21 N? 2
ROCINHA;ESTRADA DA GAVEA 369;25;
MANGUINHOS;RUA SAO JOSE;24;
ROCINHA;ESTRADA DA GAVEA;407;
ROCINHA;ESTRADA DA GAVEA;438;
ROCINHA;RUA 2;122;TERREIRAO QUADRA RUA 2
ROCINHA;RUA 4 , TV 3;47;0
ROCINHA;RUA 4 TRAVESSA 6 CASA 2;6;CASA 2
ROCINHA;TRAVESSA ALVORADA;4;CASA 1
ROCINHA;RUA DA GAVEA;S/N;TRAVESSA BELAVISTA 16 A
MANGUINHOS;AV. LEOPOLDO BULHOES;900;Q. 1
MANGUINHOS;RUA LEOPOLDO BULHOES;900;QUADRA 21
ROCINHA;TRAVESSA FLORES;15;
ROCINHA;TRAVESSA FLORES;22;
ROCINHA;RUA DA FONTE;3;TRAVESSA 03
ROCINHA;VILA ROUPA SUJA;18;APT 401
ROCINHA;VILA ROUPA SUJA;S/N;LAN HOUSE DO DOUGLAS
ROCINHA;TRAVESSA ESPERANCA;19;
ROCINHA;VILA ROUPA SUJA;19;
ROCINHA;TRAVESSA MESOPOTANIA;23;AP 101
ROCINHA;ESCADARIA;;
ROCINHA;BECO E N? 01 APT 201;201;
MANGUINHOS;RUA LEOPOLDO BULHOES;500;QD 19 C 33B
MANGUINHOS;BECO SAO DANIEL;13;CASA
ROCINHA;RUA DOIS;;CASA 30
MANGUINHOS;RUA SAO JOSE;24;
MANGUINHOS;RUA MRIANA;2;
MANGUINHOS;RUA LEOPOLDO BULHOES;800;RUA 1 QD 1 C 9
MANGUINHOS;AV BRASIL;1;SB
MANGUINHOS;AV DOS DEMOCRATICOS;2530;FUND LEAO XIII
MANGUINHOS;NOSSA SENHORA DA;32;
MANGUINHOS;RUA NOSSA SENHORA APARECIDA;32;
ROCINHA;ESTRADA DA GAVEA;;RUA 3
MANGUINHOS;MORADOR DE RUA;;
MANGUINHOS;RUA LEOPOLDO BULHOES;700;QD 74 S N
ROCINHA;ESTRADA GAVEA 308 ATAIL;;
ROCINHA;RUA 02 TRAVESSA 60;49;
ROCINHA;RUA  HUM BC 118;;CASA 06
ROCINHA;ESTRADA DA GAVEA RUA 04;26;DBTB
